ticket_id,merchant_id,ticket_created_date,ticket_category,ticket_status,resolution_time_hours
S001930,M02539,2025-03-23,Fraud Complaint,Escalated,19
S001931,M00937,2024-01-05,KYC Verification,Pending,27
S001932,M02168,2025-06-06,Refund Request,Resolved,19
S001933,M01779,2025-06-13,Failed Payment,Escalated,19
S001934,M00402,2024-10-21,API Integration,Escalated,30
S001935,M01330,2024-03-13,Failed Payment,Resolved,22
S001936,M01677,2025-04-21,Fraud Complaint,Resolved,52
S001937,M00646,2024-05-31,Fraud Complaint,Pending,12
S001938,M00776,2025-04-23,Refund Request,Pending,18
S001939,M01993,2024-10-24,Refund Request,Escalated,28
S001940,M01665,2025-01-30,KYC Verification,Resolved,20
S001941,M00765,2024-05-14,KYC Verification,Resolved,12
S001942,M01654,2025-03-04,Fraud Complaint,Escalated,26
S001943,M01174,2024-09-19,KYC Verification,Pending,17
S001944,M01020,2024-09-20,KYC Verification,Escalated,25
S001945,M02767,2024-10-19,Refund Request,Resolved,27
S001946,M00829,2025-02-10,API Integration,Resolved,27
S001947,M01964,2024-01-27,Failed Payment,Escalated,37
S001948,M02580,2024-09-12,API Integration,Pending,19
S001949,M01552,2025-01-29,Account Access,Resolved,4
S001950,M02804,2025-03-09,Fraud Complaint,Resolved,38
S001951,M02957,2024-02-20,Failed Payment,Pending,30
S001952,M02716,2025-05-20,Failed Payment,Pending,33
S001953,M02901,2025-07-01,Fraud Complaint,Resolved,22
S001954,M02482,2024-02-17,Refund Request,Resolved,20
S001955,M00169,2024-07-13,API Integration,Pending,28
S001956,M02800,2024-07-22,KYC Verification,Resolved,26
S001957,M02549,2024-10-14,Fraud Complaint,Resolved,23
S001958,M02794,2024-09-17,API Integration,Pending,30
S001959,M01856,2025-05-22,Refund Request,Escalated,25
S001960,M00532,2025-04-16,API Integration,Pending,29
S001961,M00489,2024-07-26,Account Access,Pending,15
S001962,M00768,2025-01-04,Account Access,Pending,30
S001963,M00862,2024-11-20,Fraud Complaint,Pending,17
S001964,M00018,2024-04-07,Failed Payment,Escalated,49
S001965,M02497,2024-05-12,Fraud Complaint,Pending,26
S001966,M00459,2024-05-09,Fraud Complaint,Escalated,23
S001967,M02684,2024-01-02,Fraud Complaint,Escalated,26
S001968,M01149,2024-12-20,KYC Verification,Resolved,36
S001969,M02047,2024-07-04,Refund Request,Pending,13
S001970,M00921,2025-05-12,Account Access,Resolved,30
S001971,M02527,2024-09-14,KYC Verification,Pending,10
S001972,M00671,2024-12-23,Refund Request,Escalated,27
S001973,M02900,2024-06-22,Fraud Complaint,Pending,20
S001974,M02793,2025-05-19,Account Access,Escalated,23
S001975,M02867,2024-09-12,Account Access,Escalated,36
S001976,M02199,2024-10-14,Account Access,Pending,29
S001977,M01131,2024-07-22,Fraud Complaint,Resolved,39
S001978,M01174,2024-12-30,Refund Request,Pending,33
S001979,M00256,2025-05-11,Failed Payment,Pending,22
S001980,M02407,2025-05-10,Fraud Complaint,Resolved,20
S001981,M02296,2024-04-18,Account Access,Resolved,8
S001982,M02958,2024-07-07,Failed Payment,Pending,23
S001983,M01285,2024-05-23,Account Access,Pending,36
S001984,M00966,2025-03-02,Failed Payment,Resolved,9
S001985,M02355,2024-12-02,API Integration,Escalated,22
S001986,M00308,2024-12-12,Account Access,Escalated,21
S001987,M02349,2024-11-30,Fraud Complaint,Resolved,42
S001988,M02256,2024-10-04,Account Access,Resolved,28
S001989,M02074,2024-12-25,Refund Request,Escalated,17
S001990,M01852,2024-02-02,KYC Verification,Pending,21
S001991,M02994,2025-05-29,KYC Verification,Escalated,18
S001992,M00526,2025-02-27,Refund Request,Pending,17
S001993,M00113,2024-11-10,Refund Request,Resolved,29
S001994,M01193,2025-04-10,KYC Verification,Escalated,27
S001995,M00998,2025-06-03,Account Access,Escalated,40
S001996,M02366,2024-02-05,KYC Verification,Escalated,15
S001997,M02611,2025-02-10,API Integration,Escalated,36
S001998,M00545,2025-05-11,Failed Payment,Pending,25
S001999,M01967,2025-02-08,Failed Payment,Resolved,45
S002000,M02186,2024-03-17,API Integration,Pending,13
S002001,M01429,2024-10-20,Refund Request,Resolved,24
S002002,M02672,2025-05-14,API Integration,Pending,31
S002003,M02308,2024-07-29,API Integration,Pending,11
S002004,M00458,2024-09-16,Account Access,Pending,5
S002005,M02088,2024-06-05,Refund Request,Resolved,26
S002006,M01325,2024-01-24,KYC Verification,Resolved,22
S002007,M01137,2024-06-15,Account Access,Pending,18
S002008,M02700,2024-08-20,Account Access,Pending,11
S002009,M00286,2025-07-02,Failed Payment,Pending,41
S002010,M02520,2024-11-15,KYC Verification,Pending,21
S002011,M02373,2024-12-11,Refund Request,Escalated,6
S002012,M00945,2024-11-08,Fraud Complaint,Pending,1
S002013,M01677,2025-01-03,Fraud Complaint,Pending,21
S002014,M00169,2024-03-09,KYC Verification,Resolved,29
S002015,M00830,2024-09-19,Failed Payment,Resolved,19
S002016,M02636,2025-03-22,Failed Payment,Escalated,36
S002017,M00701,2025-02-25,API Integration,Pending,21
S002018,M02716,2025-02-23,Fraud Complaint,Escalated,10
S002019,M00161,2025-04-07,KYC Verification,Escalated,30
S002020,M00438,2024-02-28,API Integration,Resolved,29
S002021,M02118,2024-12-06,API Integration,Pending,20
S002022,M01867,2025-01-09,Fraud Complaint,Pending,23
S002023,M02585,2024-02-21,KYC Verification,Resolved,36
S002024,M00633,2024-12-21,Refund Request,Pending,25
S002025,M00245,2024-05-10,Refund Request,Resolved,24
S002026,M01293,2024-05-23,Refund Request,Pending,32
S002027,M00700,2024-07-21,Account Access,Resolved,21
S002028,M01559,2025-05-09,KYC Verification,Resolved,6
S002029,M02914,2025-01-01,Account Access,Pending,24
S002030,M01540,2024-06-27,Failed Payment,Resolved,36
S002031,M00976,2024-05-07,Account Access,Escalated,22
S002032,M00042,2024-04-07,API Integration,Pending,28
S002033,M01764,2025-01-19,Fraud Complaint,Pending,13
S002034,M01817,2025-02-21,KYC Verification,Escalated,29
S002035,M02014,2024-03-31,Account Access,Resolved,6
S002036,M02957,2024-06-05,KYC Verification,Resolved,10
S002037,M02715,2024-01-01,KYC Verification,Pending,17
S002038,M00948,2024-05-16,KYC Verification,Pending,31
S002039,M02976,2024-06-06,Fraud Complaint,Resolved,26
S002040,M00761,2024-12-13,Fraud Complaint,Pending,29
S002041,M01500,2024-12-29,Failed Payment,Resolved,13
S002042,M00331,2024-01-07,Account Access,Escalated,1
S002043,M02208,2024-10-20,KYC Verification,Pending,13
S002044,M00860,2024-05-20,Fraud Complaint,Pending,25
S002045,M00513,2024-11-23,Failed Payment,Escalated,12
S002046,M00168,2025-03-20,API Integration,Resolved,23
S002047,M00518,2024-03-17,Refund Request,Escalated,13
S002048,M02643,2024-02-21,Fraud Complaint,Pending,38
S002049,M01903,2025-03-03,Refund Request,Resolved,35
S002050,M00882,2024-01-21,Account Access,Pending,13
S002051,M02369,2024-10-30,Failed Payment,Escalated,18
S002052,M02226,2025-04-11,Fraud Complaint,Pending,39
S002053,M01846,2024-09-29,API Integration,Escalated,35
S002054,M02009,2024-01-11,Fraud Complaint,Pending,26
S002055,M00468,2024-08-19,Account Access,Resolved,26
S002056,M01668,2025-06-01,Failed Payment,Escalated,20
S002057,M02720,2024-09-09,Refund Request,Pending,42
S002058,M01590,2024-12-27,Account Access,Pending,31
S002059,M01583,2024-11-09,Fraud Complaint,Escalated,28
S002060,M02348,2025-04-03,Failed Payment,Resolved,19
S002061,M00773,2025-03-17,Account Access,Pending,34
S002062,M00989,2025-04-19,Refund Request,Escalated,11
S002063,M00593,2024-03-07,Fraud Complaint,Pending,23
S002064,M01319,2025-01-21,Refund Request,Escalated,26
S002065,M01160,2024-11-17,KYC Verification,Resolved,12
S002066,M02332,2025-06-23,Account Access,Pending,22
S002067,M01436,2025-06-16,API Integration,Pending,23
S002068,M01859,2025-01-23,Fraud Complaint,Pending,3
S002069,M02557,2025-05-13,KYC Verification,Escalated,31
S002070,M01664,2024-12-08,KYC Verification,Escalated,25
S002071,M01873,2025-03-20,Account Access,Pending,35
S002072,M01362,2025-06-22,Failed Payment,Pending,1
S002073,M00314,2025-03-19,Failed Payment,Resolved,27
S002074,M00642,2024-11-04,Account Access,Escalated,15
S002075,M00981,2025-01-15,Refund Request,Pending,27
S002076,M00159,2024-02-06,Account Access,Pending,7
S002077,M01171,2024-10-09,Fraud Complaint,Pending,31
S002078,M02602,2024-08-17,KYC Verification,Resolved,23
S002079,M02001,2024-10-15,API Integration,Resolved,27
S002080,M02467,2025-03-24,API Integration,Escalated,15
S002081,M01605,2024-07-16,Failed Payment,Resolved,10
S002082,M01416,2024-02-09,Refund Request,Pending,19
S002083,M02195,2025-02-06,Account Access,Pending,15
S002084,M00506,2024-09-16,Failed Payment,Resolved,16
S002085,M02753,2024-03-23,KYC Verification,Pending,39
S002086,M02281,2024-08-08,Refund Request,Escalated,29
S002087,M00730,2025-07-02,Account Access,Escalated,17
S002088,M02855,2025-06-23,Failed Payment,Resolved,17
S002089,M02903,2025-06-06,Refund Request,Pending,20
S002090,M02953,2024-08-30,KYC Verification,Resolved,29
S002091,M01778,2024-07-18,Fraud Complaint,Resolved,21
S002092,M01691,2024-11-28,Fraud Complaint,Escalated,13
S002093,M02148,2024-02-18,KYC Verification,Resolved,1
S002094,M01802,2024-08-18,API Integration,Pending,21
S002095,M02375,2024-03-31,Fraud Complaint,Escalated,25
S002096,M02866,2024-04-18,Failed Payment,Resolved,30
S002097,M00119,2024-04-30,Account Access,Pending,17
S002098,M02942,2025-06-05,KYC Verification,Escalated,32
S002099,M02120,2025-06-16,KYC Verification,Pending,20
S002100,M01877,2025-02-25,Refund Request,Escalated,33
S002101,M01625,2024-01-19,API Integration,Escalated,39
S002102,M01386,2025-06-23,API Integration,Escalated,33
S002103,M02271,2025-02-10,Failed Payment,Escalated,25
S002104,M02764,2024-03-27,KYC Verification,Pending,44
S002105,M01561,2024-08-22,Account Access,Resolved,16
S002106,M02469,2024-07-26,Refund Request,Pending,17
S002107,M02125,2025-06-21,KYC Verification,Pending,21
S002108,M01618,2024-02-03,API Integration,Escalated,4
S002109,M02586,2025-07-04,Account Access,Escalated,26
S002110,M02715,2024-07-27,API Integration,Pending,29
S002111,M01516,2025-04-26,Account Access,Pending,25
S002112,M01573,2025-06-02,Refund Request,Resolved,12
S002113,M00981,2025-01-27,Fraud Complaint,Escalated,26
S002114,M00645,2025-05-30,KYC Verification,Resolved,20
S002115,M00352,2024-01-22,Failed Payment,Pending,11
S002116,M02845,2024-07-04,KYC Verification,Pending,21
S002117,M01179,2024-03-16,KYC Verification,Resolved,22
S002118,M02171,2024-03-17,Failed Payment,Pending,39
S002119,M02229,2024-06-28,Refund Request,Escalated,20
S002120,M01194,2024-02-21,API Integration,Resolved,21
S002121,M00381,2024-08-10,Refund Request,Pending,12
S002122,M02349,2025-03-23,Failed Payment,Pending,18
S002123,M00290,2024-12-28,Refund Request,Pending,23
S002124,M00845,2025-06-08,KYC Verification,Escalated,36
S002125,M00638,2025-01-03,Refund Request,Resolved,27
S002126,M00447,2024-01-09,KYC Verification,Escalated,29
S002127,M00081,2025-04-08,Fraud Complaint,Escalated,27
S002128,M01079,2024-07-27,Refund Request,Resolved,53
S002129,M02743,2025-02-16,API Integration,Resolved,18
S002130,M02854,2024-02-02,KYC Verification,Resolved,36
S002131,M00075,2025-01-08,Refund Request,Escalated,23
S002132,M02353,2025-03-26,Failed Payment,Escalated,15
S002133,M01939,2025-03-27,Fraud Complaint,Pending,21
S002134,M02291,2025-04-09,KYC Verification,Resolved,25
S002135,M00930,2024-10-01,API Integration,Escalated,27
S002136,M01871,2025-05-14,Account Access,Resolved,27
S002137,M01257,2025-04-03,Fraud Complaint,Escalated,15
S002138,M02068,2024-01-08,Fraud Complaint,Escalated,12
S002139,M02154,2024-08-12,Account Access,Pending,21
S002140,M02261,2024-05-16,Failed Payment,Escalated,30
S002141,M02808,2025-03-26,Refund Request,Resolved,22
S002142,M01219,2025-04-27,API Integration,Pending,13
S002143,M01878,2024-10-27,KYC Verification,Escalated,32
S002144,M00039,2024-07-26,Refund Request,Pending,30
S002145,M01461,2025-03-29,Refund Request,Pending,22
S002146,M00884,2024-07-07,API Integration,Pending,16
S002147,M01853,2024-10-07,API Integration,Resolved,23
S002148,M00738,2024-02-10,Failed Payment,Resolved,32
S002149,M00658,2024-02-28,Fraud Complaint,Pending,25
S002150,M01263,2025-02-24,API Integration,Escalated,30
S002151,M02506,2024-12-22,Failed Payment,Resolved,38
S002152,M00711,2025-06-26,Fraud Complaint,Resolved,27
S002153,M00878,2024-07-16,KYC Verification,Pending,28
S002154,M01212,2024-04-24,API Integration,Pending,42
S002155,M00646,2024-11-25,API Integration,Escalated,31
S002156,M01918,2024-07-11,API Integration,Resolved,28
S002157,M00340,2024-07-13,KYC Verification,Escalated,40
S002158,M00957,2025-02-01,Account Access,Resolved,25
S002159,M00226,2025-02-23,Account Access,Resolved,14
S002160,M01068,2024-03-13,KYC Verification,Resolved,29
S002161,M00201,2024-05-29,KYC Verification,Resolved,19
S002162,M00972,2025-01-13,Failed Payment,Pending,21
S002163,M01624,2024-05-05,Failed Payment,Escalated,23
S002164,M00383,2024-09-03,API Integration,Resolved,42
S002165,M02078,2024-03-10,Account Access,Resolved,10
S002166,M01572,2024-05-31,API Integration,Resolved,16
S002167,M02585,2024-01-21,Failed Payment,Pending,55
S002168,M01691,2025-04-21,Refund Request,Escalated,8
S002169,M02698,2024-06-14,Refund Request,Pending,36
S002170,M02561,2024-07-31,Failed Payment,Pending,22
S002171,M01473,2024-11-25,Refund Request,Escalated,26
S002172,M01238,2024-02-21,KYC Verification,Escalated,3
S002173,M02246,2024-10-18,Failed Payment,Pending,33
S002174,M02025,2024-07-12,API Integration,Resolved,43
S002175,M00309,2025-04-17,Account Access,Pending,39
S002176,M00091,2024-09-08,Account Access,Pending,10
S002177,M01235,2025-06-18,Failed Payment,Resolved,25
S002178,M00446,2024-01-13,Refund Request,Resolved,45
S002179,M01400,2025-06-14,Failed Payment,Resolved,32
S002180,M00895,2024-06-30,Refund Request,Pending,30
S002181,M02943,2025-01-26,Failed Payment,Resolved,21
S002182,M01306,2025-02-25,Fraud Complaint,Resolved,14
S002183,M01507,2024-12-08,Fraud Complaint,Resolved,19
S002184,M02915,2025-06-09,Fraud Complaint,Escalated,18
S002185,M01397,2024-08-15,Fraud Complaint,Escalated,32
S002186,M00749,2024-08-22,Refund Request,Escalated,25
S002187,M01901,2025-05-06,Failed Payment,Pending,28
S002188,M01060,2024-07-28,Account Access,Pending,9
S002189,M01358,2024-03-17,Refund Request,Pending,31
S002190,M00517,2024-03-22,Failed Payment,Resolved,28
S002191,M01003,2024-11-25,Refund Request,Escalated,13
S002192,M02664,2025-06-25,Account Access,Escalated,24
S002193,M01126,2025-06-02,API Integration,Pending,1
S002194,M02852,2024-06-24,Failed Payment,Resolved,22
S002195,M02818,2024-01-30,Fraud Complaint,Pending,37
S002196,M00730,2024-03-06,Refund Request,Pending,12
S002197,M02796,2025-06-19,Refund Request,Escalated,30
S002198,M01486,2024-01-21,KYC Verification,Resolved,11
S002199,M02953,2025-03-22,Account Access,Pending,15
S002200,M02981,2025-06-11,KYC Verification,Pending,20
S002201,M00989,2025-02-17,Failed Payment,Resolved,32
S002202,M02252,2024-05-26,Refund Request,Escalated,22
S002203,M01977,2024-09-12,Refund Request,Escalated,22
S002204,M00906,2024-04-30,Failed Payment,Resolved,24
S002205,M00714,2025-01-05,API Integration,Escalated,17
S002206,M02061,2024-03-29,API Integration,Escalated,23
S002207,M02980,2024-11-10,Refund Request,Pending,3
S002208,M02395,2025-03-13,Refund Request,Resolved,14
S002209,M00794,2024-07-24,API Integration,Resolved,32
S002210,M01222,2024-12-14,Refund Request,Resolved,23
S002211,M00838,2024-10-02,Fraud Complaint,Escalated,32
S002212,M00914,2025-02-19,API Integration,Escalated,18
S002213,M00744,2025-01-02,Fraud Complaint,Pending,23
S002214,M02401,2025-01-07,API Integration,Escalated,34
S002215,M00679,2024-12-21,Refund Request,Escalated,26
S002216,M02538,2024-10-29,Account Access,Resolved,5
S002217,M02960,2025-01-26,API Integration,Escalated,36
S002218,M00624,2024-10-03,Fraud Complaint,Resolved,35
S002219,M02144,2024-06-04,Failed Payment,Resolved,27
S002220,M00005,2024-08-08,Failed Payment,Escalated,26
S002221,M01443,2025-03-27,Failed Payment,Escalated,23
S002222,M02198,2024-07-05,Failed Payment,Resolved,5
S002223,M01935,2025-06-23,Refund Request,Resolved,27
S002224,M02201,2024-03-30,Account Access,Escalated,5
S002225,M01716,2024-09-06,Failed Payment,Resolved,29
S002226,M01526,2024-01-21,Fraud Complaint,Resolved,13
S002227,M02167,2024-04-18,Failed Payment,Escalated,26
S002228,M01531,2025-02-27,Refund Request,Escalated,13
S002229,M01723,2025-02-27,Refund Request,Resolved,44
S002230,M00047,2025-04-24,Fraud Complaint,Resolved,23
S002231,M01918,2024-08-20,KYC Verification,Escalated,31
S002232,M00637,2024-03-21,Failed Payment,Resolved,46
S002233,M00661,2024-01-09,Refund Request,Pending,31
S002234,M00415,2024-12-05,Failed Payment,Pending,18
S002235,M01209,2024-07-31,Refund Request,Escalated,8
S002236,M00429,2024-07-20,Failed Payment,Escalated,22
S002237,M02103,2024-01-28,Account Access,Pending,28
S002238,M00751,2025-04-01,Refund Request,Escalated,1
S002239,M01053,2025-04-10,Refund Request,Escalated,39
S002240,M01330,2024-06-13,Refund Request,Resolved,8
S002241,M01761,2025-03-25,API Integration,Resolved,30
S002242,M00703,2025-03-05,Fraud Complaint,Resolved,8
S002243,M01854,2025-02-17,Account Access,Escalated,24
S002244,M02966,2025-02-26,Refund Request,Resolved,15
S002245,M01906,2024-12-04,Account Access,Resolved,14
S002246,M00270,2024-05-18,KYC Verification,Resolved,16
S002247,M00572,2024-09-16,Fraud Complaint,Escalated,6
S002248,M00506,2024-08-31,Account Access,Pending,27
S002249,M02511,2025-05-16,Fraud Complaint,Pending,20
S002250,M02321,2025-04-23,Fraud Complaint,Resolved,23
S002251,M02232,2025-02-18,Refund Request,Resolved,23
S002252,M02273,2025-05-16,Fraud Complaint,Pending,42
S002253,M00245,2024-11-04,API Integration,Escalated,1
S002254,M00195,2025-05-20,Fraud Complaint,Resolved,28
S002255,M00171,2025-02-26,Refund Request,Escalated,16
S002256,M01580,2024-09-03,Fraud Complaint,Pending,14
S002257,M02206,2024-11-13,Failed Payment,Pending,7
S002258,M02607,2025-02-19,Failed Payment,Escalated,40
S002259,M02354,2024-01-20,Fraud Complaint,Escalated,32
S002260,M00976,2024-09-26,Account Access,Resolved,13
S002261,M00300,2025-06-28,Failed Payment,Pending,38
S002262,M02908,2024-06-05,KYC Verification,Escalated,42
S002263,M00183,2024-08-23,KYC Verification,Escalated,21
S002264,M00978,2024-04-27,KYC Verification,Escalated,21
S002265,M00298,2024-11-05,Refund Request,Pending,16
S002266,M00086,2024-10-14,Failed Payment,Escalated,30
S002267,M02294,2024-11-06,Refund Request,Pending,13
S002268,M02011,2025-06-29,Failed Payment,Pending,24
S002269,M02758,2024-02-28,KYC Verification,Escalated,25
S002270,M00405,2024-02-15,Refund Request,Escalated,38
S002271,M00525,2025-02-14,Failed Payment,Escalated,38
S002272,M02531,2024-07-25,Fraud Complaint,Pending,11
S002273,M00865,2024-03-09,Account Access,Pending,35
S002274,M01081,2025-05-02,Refund Request,Pending,17
S002275,M00009,2025-02-08,KYC Verification,Resolved,35
S002276,M01933,2025-07-04,Refund Request,Escalated,21
S002277,M02070,2024-11-25,Failed Payment,Escalated,20
S002278,M00203,2024-02-02,API Integration,Pending,10
S002279,M02851,2025-01-15,Refund Request,Pending,28
S002280,M01247,2024-09-19,Fraud Complaint,Resolved,17
S002281,M01637,2024-08-07,Fraud Complaint,Resolved,39
S002282,M01436,2024-08-03,Failed Payment,Escalated,30
S002283,M02578,2025-06-20,KYC Verification,Pending,36
S002284,M00418,2024-06-11,Account Access,Resolved,45
S002285,M00371,2024-10-16,API Integration,Escalated,16
S002286,M02506,2025-04-27,Refund Request,Escalated,1
S002287,M00797,2024-07-12,API Integration,Pending,18
S002288,M01844,2024-11-27,Account Access,Pending,23
S002289,M00590,2024-06-11,Fraud Complaint,Resolved,44
S002290,M01420,2024-06-19,Fraud Complaint,Escalated,19
S002291,M02576,2025-06-12,Account Access,Escalated,32
S002292,M01555,2025-06-18,Refund Request,Resolved,20
S002293,M02420,2024-07-13,Refund Request,Escalated,8
S002294,M00891,2024-12-06,Fraud Complaint,Resolved,21
S002295,M02361,2025-05-05,Fraud Complaint,Resolved,23
S002296,M00909,2025-05-09,KYC Verification,Resolved,29
S002297,M02757,2024-07-19,Account Access,Pending,26
S002298,M01787,2024-01-02,Refund Request,Escalated,26
S002299,M02189,2025-03-11,API Integration,Resolved,43
S002300,M01179,2024-12-11,KYC Verification,Resolved,13
S002301,M02102,2025-02-11,KYC Verification,Resolved,30
S002302,M01047,2024-08-11,Failed Payment,Pending,30
S002303,M02094,2024-02-19,Account Access,Resolved,33
S002304,M00137,2024-09-02,Fraud Complaint,Pending,15
S002305,M02276,2025-06-03,API Integration,Escalated,37
S002306,M02332,2024-10-20,API Integration,Resolved,13
S002307,M02542,2024-12-19,API Integration,Escalated,18
S002308,M01959,2024-08-11,API Integration,Resolved,20
S002309,M02854,2025-03-27,Account Access,Pending,32
S002310,M00827,2025-01-09,Account Access,Resolved,33
S002311,M02792,2024-05-16,KYC Verification,Pending,16
S002312,M02940,2024-09-04,Failed Payment,Escalated,32
S002313,M02302,2024-08-10,Failed Payment,Pending,24
S002314,M01124,2024-01-05,Fraud Complaint,Pending,25
S002315,M00092,2025-05-30,API Integration,Escalated,23
S002316,M02793,2024-11-11,Fraud Complaint,Escalated,51
S002317,M02786,2024-04-08,KYC Verification,Escalated,33
S002318,M00304,2024-09-03,KYC Verification,Escalated,34
S002319,M00860,2024-10-28,KYC Verification,Pending,27
S002320,M01247,2024-05-06,Account Access,Pending,18
S002321,M00320,2024-03-12,KYC Verification,Resolved,27
S002322,M01957,2024-09-21,KYC Verification,Pending,37
S002323,M00867,2024-08-09,Refund Request,Resolved,37
S002324,M02691,2024-05-04,Failed Payment,Resolved,31
S002325,M01144,2024-07-13,API Integration,Pending,21
S002326,M01395,2025-05-01,Failed Payment,Pending,35
S002327,M01500,2025-05-03,Account Access,Escalated,18
S002328,M01819,2024-05-18,Refund Request,Resolved,17
S002329,M02609,2025-01-14,Account Access,Escalated,20
S002330,M02093,2025-05-16,API Integration,Pending,12
S002331,M00892,2024-01-20,API Integration,Resolved,31
S002332,M01704,2024-03-19,Failed Payment,Escalated,40
S002333,M01912,2024-01-09,Refund Request,Pending,21
S002334,M00866,2024-03-16,Account Access,Pending,40
S002335,M01677,2025-01-07,API Integration,Pending,16
S002336,M01272,2024-07-02,Failed Payment,Escalated,21
S002337,M00721,2025-03-23,KYC Verification,Pending,18
S002338,M02915,2024-08-18,Fraud Complaint,Escalated,40
S002339,M01865,2024-10-24,API Integration,Resolved,21
S002340,M02401,2024-07-05,Failed Payment,Resolved,11
S002341,M00316,2025-04-18,Account Access,Pending,38
S002342,M00827,2024-02-14,Failed Payment,Pending,18
S002343,M00443,2024-05-24,Refund Request,Escalated,30
S002344,M01507,2024-04-26,Failed Payment,Pending,16
S002345,M01310,2024-01-09,Fraud Complaint,Pending,36
S002346,M00230,2024-09-14,KYC Verification,Escalated,34
S002347,M02625,2025-07-03,Fraud Complaint,Escalated,16
S002348,M01587,2024-03-17,Refund Request,Escalated,38
S002349,M00815,2024-04-21,Fraud Complaint,Pending,12
S002350,M02248,2024-03-19,Refund Request,Pending,35
S002351,M02245,2024-08-27,KYC Verification,Escalated,34
S002352,M02192,2024-10-16,Fraud Complaint,Resolved,32
S002353,M00811,2024-02-02,KYC Verification,Escalated,28
S002354,M00144,2024-09-03,Account Access,Pending,17
S002355,M02489,2025-02-20,Account Access,Pending,27
S002356,M00014,2024-11-21,Failed Payment,Pending,28
S002357,M02304,2024-09-19,KYC Verification,Escalated,7
S002358,M02448,2024-11-30,Fraud Complaint,Pending,31
S002359,M01275,2025-02-13,Fraud Complaint,Escalated,16
S002360,M00336,2024-03-15,API Integration,Escalated,9
S002361,M02562,2024-01-16,API Integration,Pending,9
S002362,M01965,2024-03-28,API Integration,Pending,30
S002363,M02647,2025-03-02,Account Access,Pending,14
S002364,M01701,2025-03-22,Account Access,Resolved,21
S002365,M02605,2024-02-25,Account Access,Resolved,12
S002366,M00032,2025-01-31,Fraud Complaint,Resolved,37
S002367,M02288,2024-06-16,Failed Payment,Resolved,22
S002368,M01445,2024-09-15,KYC Verification,Pending,20
S002369,M02327,2024-07-15,Fraud Complaint,Escalated,24
S002370,M02165,2024-11-22,KYC Verification,Pending,17
S002371,M01799,2024-02-24,Account Access,Resolved,19
S002372,M01165,2024-06-08,Account Access,Pending,28
S002373,M02629,2024-11-20,KYC Verification,Escalated,46
S002374,M00527,2024-09-04,Account Access,Resolved,49
S002375,M00353,2024-08-14,KYC Verification,Pending,36
S002376,M01387,2025-01-13,Account Access,Escalated,19
S002377,M02043,2024-11-16,API Integration,Escalated,19
S002378,M02133,2025-06-16,API Integration,Escalated,18
S002379,M01217,2024-09-19,API Integration,Resolved,25
S002380,M00113,2025-05-05,Fraud Complaint,Pending,26
S002381,M02314,2025-05-24,Failed Payment,Pending,23
S002382,M01607,2024-06-03,Account Access,Resolved,41
S002383,M01345,2025-02-28,Fraud Complaint,Resolved,11
S002384,M00733,2024-04-27,KYC Verification,Pending,28
S002385,M02646,2025-01-18,API Integration,Escalated,39
S002386,M02052,2024-10-21,Fraud Complaint,Pending,19
S002387,M00130,2024-05-13,KYC Verification,Pending,26
S002388,M00033,2024-05-26,Fraud Complaint,Escalated,25
S002389,M00016,2024-03-12,API Integration,Escalated,16
S002390,M01375,2024-05-08,Fraud Complaint,Escalated,24
S002391,M02735,2024-03-24,Fraud Complaint,Pending,1
S002392,M00762,2024-07-09,API Integration,Escalated,31
S002393,M02251,2025-05-22,Account Access,Escalated,15
S002394,M00630,2024-08-06,Failed Payment,Resolved,30
S002395,M01940,2024-07-29,Account Access,Pending,20
S002396,M01384,2024-08-30,Failed Payment,Pending,21
S002397,M02782,2025-02-11,Account Access,Escalated,27
S002398,M00456,2025-06-26,Failed Payment,Resolved,27
S002399,M02736,2025-05-14,API Integration,Pending,29
S002400,M01885,2025-06-05,Refund Request,Escalated,42
S002401,M01175,2024-06-16,API Integration,Escalated,17
S002402,M00055,2024-08-05,API Integration,Pending,47
S002403,M01223,2025-03-08,Failed Payment,Escalated,21
S002404,M02286,2024-08-28,Account Access,Pending,40
S002405,M01024,2025-04-20,API Integration,Pending,48
S002406,M01967,2024-07-13,KYC Verification,Pending,1
S002407,M00847,2025-01-07,Failed Payment,Pending,25
S002408,M01770,2024-05-22,API Integration,Escalated,23
S002409,M01567,2024-05-15,Refund Request,Escalated,19
S002410,M01321,2024-05-05,KYC Verification,Resolved,10
S002411,M02874,2025-03-19,Account Access,Pending,20
S002412,M02686,2025-01-25,Account Access,Resolved,29
S002413,M00790,2024-07-25,Refund Request,Escalated,25
S002414,M02253,2025-05-09,Failed Payment,Escalated,6
S002415,M02864,2024-12-12,KYC Verification,Pending,35
S002416,M02671,2024-05-01,Account Access,Pending,26
S002417,M01489,2024-02-04,API Integration,Pending,48
S002418,M01936,2025-06-12,Account Access,Resolved,17
S002419,M01717,2024-05-28,Refund Request,Resolved,6
S002420,M02011,2024-11-14,API Integration,Pending,13
S002421,M00699,2024-12-22,Account Access,Escalated,20
S002422,M01738,2024-05-13,Fraud Complaint,Pending,23
S002423,M02335,2025-02-16,Refund Request,Pending,25
S002424,M00782,2024-06-27,Failed Payment,Pending,32
S002425,M00636,2025-04-20,KYC Verification,Pending,29
