transaction_id,merchant_id,transaction_date,payment_method,transaction_value_ngn,transaction_success,failure_reason,paystack_revenue_ngn,refund_flag,fraud_flag
T0008743,M02440,2025-03-16,USSD,8680.49,1,,130.21,0,0
T0008744,M01444,2025-05-19,Bank Transfer,5068.87,1,,76.03,0,0
T0008745,M01509,2024-12-11,QR,16671.84,1,,250.08,0,0
T0008746,M02093,2025-06-07,Card,6901.74,1,,103.53,0,0
T0008747,M02080,2026-03-08,Bank Transfer,11590.04,1,,173.85,0,0
T0008748,M02720,2025-01-25,Mobile Money,1125.3,1,,16.88,0,0
T0008749,M01797,2026-01-13,USSD,32942.77,1,,494.14,0,0
T0008750,M01229,2025-02-27,Mobile Money,2958.62,1,,44.38,0,0
T0008751,M02571,2024-10-21,Mobile Money,13648.48,1,,204.73,0,0
T0008752,M01113,2024-09-09,QR,5331.57,1,,79.97,0,0
T0008753,M00737,2025-08-30,USSD,6531.41,1,,97.97,0,0
T0008754,M02901,2025-01-30,Bank Transfer,2823.1,1,,42.35,0,0
T0008755,M00889,2026-01-10,Mobile Money,2329.91,1,,34.95,0,0
T0008756,M00608,2025-03-13,Bank Transfer,1010.31,0,Fraud Flag,0.0,0,0
T0008757,M01977,2025-06-08,Mobile Money,59253.18,1,,888.8,0,0
T0008758,M02522,2024-10-29,Card,2306.33,1,,34.59,0,0
T0008759,M02022,2024-08-13,USSD,18431.63,1,,276.47,0,0
T0008760,M01356,2025-02-01,QR,6235.07,1,,93.53,0,0
T0008761,M01165,2024-11-19,USSD,3903.46,1,,58.55,0,0
T0008762,M02332,2025-03-07,Mobile Money,49995.9,1,,749.94,0,0
T0008763,M01892,2024-09-12,Card,27564.75,1,,413.47,0,0
T0008764,M01788,2025-12-07,Bank Transfer,3681.8,1,,55.23,0,0
T0008765,M00809,2026-02-28,QR,23871.32,1,,358.07,0,0
T0008766,M01397,2025-06-03,Mobile Money,42554.84,1,,638.32,0,0
T0008767,M00481,2025-03-13,USSD,9056.6,1,,135.85,0,0
T0008768,M01492,2025-03-25,Bank Transfer,83435.84,1,,1251.54,0,0
T0008769,M01408,2024-01-19,Bank Transfer,12929.86,1,,193.95,0,0
T0008770,M01845,2025-09-16,Mobile Money,32771.52,1,,491.57,0,0
T0008771,M01080,2026-01-30,Card,2357.64,1,,35.36,0,0
T0008772,M01539,2024-09-03,Card,33616.42,1,,504.25,0,0
T0008773,M00635,2026-01-08,Bank Transfer,29963.46,1,,449.45,0,0
T0008774,M02011,2024-06-20,Mobile Money,211763.94,1,,3176.46,0,0
T0008775,M01628,2024-11-15,Bank Transfer,52741.41,1,,791.12,0,0
T0008776,M00258,2025-01-23,USSD,7751.11,1,,116.27,0,0
T0008777,M00464,2025-07-06,Bank Transfer,35520.89,1,,532.81,0,0
T0008778,M01132,2024-05-31,Mobile Money,4636.48,1,,69.55,0,0
T0008779,M02610,2024-06-20,Card,21790.08,1,,326.85,0,0
T0008780,M01389,2024-09-21,USSD,2226.56,1,,33.4,0,0
T0008781,M01378,2025-05-05,Bank Transfer,5309.75,1,,79.65,0,0
T0008782,M01187,2025-11-12,USSD,6734.36,1,,101.02,0,0
T0008783,M02550,2025-06-28,USSD,11470.36,1,,172.06,0,0
T0008784,M01783,2024-09-17,Card,58987.5,1,,884.81,0,0
T0008785,M01737,2025-10-15,Bank Transfer,8425.12,0,Network Timeout,0.0,0,0
T0008786,M01528,2026-04-10,Mobile Money,13405.46,1,,201.08,0,0
T0008787,M02865,2026-02-12,Mobile Money,37130.65,1,,556.96,0,0
T0008788,M01699,2025-05-18,Card,8918.52,1,,133.78,0,0
T0008789,M02296,2026-03-18,USSD,4377.42,1,,65.66,0,0
T0008790,M00032,2024-10-04,QR,12366.3,1,,185.49,0,0
T0008791,M00376,2024-12-29,QR,4882.06,1,,73.23,0,0
T0008792,M01710,2025-02-03,Card,898.84,1,,13.48,0,0
T0008793,M01204,2024-09-15,Card,54472.7,1,,817.09,0,0
T0008794,M01941,2024-11-15,USSD,9952.37,1,,149.29,0,0
T0008795,M01351,2025-11-06,Mobile Money,44613.98,1,,669.21,0,0
T0008796,M02291,2024-09-30,Bank Transfer,3824.78,1,,57.37,0,0
T0008797,M00383,2024-12-31,QR,33215.93,1,,498.24,0,0
T0008798,M01872,2025-06-16,Bank Transfer,18058.77,1,,270.88,0,0
T0008799,M00914,2024-09-19,Mobile Money,5869.37,0,Fraud Flag,0.0,0,0
T0008800,M00190,2025-05-10,QR,48626.11,1,,729.39,0,0
T0008801,M02793,2024-08-04,Mobile Money,5647.75,0,Insufficient Funds,0.0,0,0
T0008802,M00148,2024-11-08,QR,3773.88,1,,56.61,0,0
T0008803,M02121,2025-09-02,QR,12521.39,1,,187.82,0,0
T0008804,M01435,2025-12-17,Card,17494.83,1,,262.42,0,0
T0008805,M00361,2024-10-08,USSD,5054.34,0,Bank Downtime,0.0,0,0
T0008806,M02261,2024-09-27,QR,73992.77,1,,1109.89,0,0
T0008807,M00321,2025-01-22,Card,10844.56,1,,162.67,0,0
T0008808,M01514,2025-01-07,Bank Transfer,6941.63,1,,104.12,0,0
T0008809,M00180,2024-04-06,Mobile Money,3893.16,1,,58.4,0,0
T0008810,M01168,2024-05-06,Card,18008.08,1,,270.12,0,0
T0008811,M02504,2025-09-11,Bank Transfer,17682.53,1,,265.24,0,0
T0008812,M02810,2026-01-18,Bank Transfer,4719.42,1,,70.79,0,0
T0008813,M02899,2025-05-19,QR,19565.91,1,,293.49,0,0
T0008814,M01776,2024-10-25,Mobile Money,29479.67,1,,442.2,0,0
T0008815,M02407,2024-06-10,Bank Transfer,22512.37,1,,337.69,0,0
T0008816,M00010,2025-09-07,Bank Transfer,9456.24,1,,141.84,0,0
T0008817,M02226,2025-08-18,Mobile Money,35672.42,1,,535.09,0,0
T0008818,M02125,2024-09-17,Card,5932.46,1,,88.99,0,0
T0008819,M02293,2025-02-17,QR,2897.56,1,,43.46,0,0
T0008820,M00866,2025-04-10,USSD,14721.22,1,,220.82,0,0
T0008821,M01161,2024-11-03,QR,22396.76,1,,335.95,0,0
T0008822,M00407,2025-11-04,Mobile Money,68242.49,1,,1023.64,0,0
T0008823,M01855,2025-05-02,Mobile Money,9611.23,1,,144.17,0,0
T0008824,M01018,2025-02-16,USSD,44185.35,1,,662.78,0,0
T0008825,M00554,2025-03-07,Card,17899.04,1,,268.49,0,0
T0008826,M02227,2024-11-12,USSD,11298.2,1,,169.47,0,0
T0008827,M02100,2025-06-28,Card,1708.39,1,,25.63,0,0
T0008828,M00761,2024-08-26,Bank Transfer,3223.68,1,,48.36,0,0
T0008829,M01658,2025-10-06,USSD,2416.26,1,,36.24,0,0
T0008830,M01970,2025-06-11,Bank Transfer,31625.45,1,,474.38,1,0
T0008831,M02982,2024-10-12,USSD,8608.29,1,,129.12,0,0
T0008832,M01126,2025-04-13,USSD,9038.94,1,,135.58,0,0
T0008833,M01897,2025-02-06,QR,77821.9,1,,1167.33,0,0
T0008834,M00796,2025-05-31,Bank Transfer,1863.5,1,,27.95,0,0
T0008835,M02028,2025-10-16,Mobile Money,20529.12,1,,307.94,0,0
T0008836,M01665,2025-09-01,Mobile Money,1802.59,1,,27.04,0,0
T0008837,M02433,2025-04-04,USSD,4903.49,1,,73.55,0,0
T0008838,M02123,2025-04-22,QR,8477.97,1,,127.17,0,0
T0008839,M01944,2024-12-04,USSD,7008.02,1,,105.12,0,0
T0008840,M01117,2025-11-03,QR,50334.79,1,,755.02,0,0
T0008841,M00692,2024-10-08,Mobile Money,35819.41,1,,537.29,0,0
T0008842,M02157,2025-03-23,Card,9502.45,1,,142.54,0,0
T0008843,M01254,2025-06-25,Mobile Money,4611.64,1,,69.17,0,0
T0008844,M02498,2024-12-02,QR,4532.46,1,,67.99,0,0
T0008845,M02526,2025-08-07,USSD,36686.12,1,,550.29,0,0
T0008846,M01022,2024-07-08,USSD,3514.93,1,,52.72,0,0
T0008847,M01353,2025-07-13,USSD,93761.0,0,Card Declined,0.0,0,0
T0008848,M02678,2025-05-28,Bank Transfer,1532.71,1,,22.99,0,0
T0008849,M02520,2024-10-25,Card,12529.96,1,,187.95,0,0
T0008850,M00626,2025-10-08,Mobile Money,8912.2,1,,133.68,0,0
T0008851,M02390,2025-12-28,Card,71955.12,1,,1079.33,0,0
T0008852,M02276,2025-05-14,Mobile Money,11924.9,1,,178.87,0,0
T0008853,M01099,2025-06-14,QR,29361.65,1,,440.42,0,0
T0008854,M01592,2025-03-24,Mobile Money,11720.48,1,,175.81,0,0
T0008855,M02735,2025-01-12,Card,35733.63,1,,536.0,1,0
T0008856,M00499,2026-01-11,QR,16020.05,1,,240.3,0,0
T0008857,M00746,2025-07-22,QR,48767.46,1,,731.51,0,0
T0008858,M00598,2025-07-11,Bank Transfer,11906.75,1,,178.6,0,0
T0008859,M01091,2025-07-17,QR,24021.66,1,,360.32,0,0
T0008860,M02010,2024-11-24,Bank Transfer,16305.36,1,,244.58,0,0
T0008861,M00215,2024-10-09,Mobile Money,7803.23,1,,117.05,1,0
T0008862,M00852,2025-08-07,Mobile Money,7875.25,1,,118.13,0,0
T0008863,M02896,2025-01-30,USSD,2590.32,1,,38.85,0,0
T0008864,M00219,2024-09-29,Card,14475.7,1,,217.14,0,0
T0008865,M00835,2025-07-19,Mobile Money,19775.6,1,,296.63,0,0
T0008866,M02015,2024-11-26,USSD,1895.12,0,Fraud Flag,0.0,0,0
T0008867,M02031,2024-12-22,Bank Transfer,15689.24,1,,235.34,0,0
T0008868,M00211,2024-11-26,USSD,25826.53,1,,387.4,0,0
T0008869,M01343,2025-08-27,Mobile Money,101486.58,1,,1522.3,0,0
T0008870,M02812,2024-06-25,Mobile Money,13397.27,1,,200.96,0,0
T0008871,M02714,2025-11-13,USSD,16197.59,1,,242.96,0,0
T0008872,M01886,2025-04-20,Mobile Money,6896.51,1,,103.45,0,0
T0008873,M02301,2024-12-20,Card,62572.9,1,,938.59,0,0
T0008874,M00222,2025-04-26,USSD,8141.91,1,,122.13,0,0
T0008875,M00275,2025-04-30,Bank Transfer,18901.84,1,,283.53,0,0
T0008876,M01621,2025-01-18,Mobile Money,3570.15,1,,53.55,0,0
T0008877,M02670,2024-09-23,USSD,12494.83,1,,187.42,1,0
T0008878,M02618,2025-08-24,QR,25548.39,1,,383.23,0,1
T0008879,M01082,2024-07-19,Mobile Money,16103.28,1,,241.55,0,0
T0008880,M00919,2025-01-01,Mobile Money,36784.03,1,,551.76,0,0
T0008881,M00150,2025-02-22,Mobile Money,7346.65,1,,110.2,0,0
T0008882,M00440,2025-02-20,Mobile Money,8825.91,1,,132.39,0,0
T0008883,M01455,2024-06-03,USSD,22277.55,1,,334.16,0,0
T0008884,M01038,2024-12-12,Card,11810.15,1,,177.15,0,0
T0008885,M00252,2025-03-26,Bank Transfer,97579.43,1,,1463.69,0,0
T0008886,M00360,2025-01-08,QR,13093.94,1,,196.41,0,0
T0008887,M01767,2024-10-14,USSD,2545.42,1,,38.18,0,0
T0008888,M01868,2026-03-31,Card,9312.82,1,,139.69,1,0
T0008889,M01511,2025-02-28,Bank Transfer,10706.32,0,Insufficient Funds,0.0,0,1
T0008890,M01335,2024-12-05,QR,5263.91,1,,78.96,0,0
T0008891,M00380,2026-01-30,QR,2038.7,1,,30.58,0,0
T0008892,M01424,2025-02-13,Card,18902.57,1,,283.54,0,0
T0008893,M01394,2025-05-29,USSD,3987.09,1,,59.81,0,0
T0008894,M02570,2024-11-24,Bank Transfer,3213.93,1,,48.21,0,0
T0008895,M00917,2025-06-10,QR,26700.23,1,,400.5,0,0
T0008896,M01309,2025-05-11,QR,11170.47,1,,167.56,0,0
T0008897,M00359,2025-11-18,Bank Transfer,42732.53,0,Bank Downtime,0.0,0,0
T0008898,M00761,2024-07-02,QR,10730.71,1,,160.96,0,0
T0008899,M02051,2025-07-04,Mobile Money,13167.09,1,,197.51,0,0
T0008900,M01683,2025-02-23,Bank Transfer,28030.88,1,,420.46,0,0
T0008901,M00763,2024-10-24,QR,8412.24,1,,126.18,0,0
T0008902,M02834,2026-05-15,Card,8837.61,1,,132.56,0,0
T0008903,M01144,2025-02-06,Bank Transfer,2654.68,1,,39.82,0,0
T0008904,M00838,2025-04-01,Card,97817.63,1,,1467.26,0,0
T0008905,M00007,2025-01-15,Card,23049.88,1,,345.75,0,0
T0008906,M02071,2025-04-01,Card,3978.19,1,,59.67,0,0
T0008907,M02012,2025-03-13,Card,29007.66,1,,435.11,0,0
T0008908,M01490,2024-10-17,Bank Transfer,14520.9,1,,217.81,0,0
T0008909,M02471,2024-04-05,QR,45350.82,1,,680.26,0,0
T0008910,M01095,2024-09-29,Mobile Money,12499.08,1,,187.49,0,0
T0008911,M02681,2026-04-24,QR,9877.62,0,Bank Downtime,0.0,0,0
T0008912,M01665,2025-11-03,QR,8414.78,1,,126.22,0,0
T0008913,M02452,2024-12-26,USSD,50219.92,1,,753.3,0,0
T0008914,M00544,2025-10-09,Card,24839.9,1,,372.6,0,0
T0008915,M02881,2025-01-27,USSD,21701.88,1,,325.53,0,0
T0008916,M02525,2026-02-16,Mobile Money,11837.14,1,,177.56,0,0
T0008917,M00392,2025-01-20,USSD,9812.42,1,,147.19,0,0
T0008918,M00883,2025-08-18,QR,8674.38,1,,130.12,0,0
T0008919,M00794,2025-01-18,USSD,42120.82,1,,631.81,1,0
T0008920,M00026,2025-11-01,Mobile Money,16846.93,1,,252.7,0,0
T0008921,M01963,2025-09-24,USSD,15744.51,1,,236.17,0,0
T0008922,M00506,2025-04-29,Card,7975.4,1,,119.63,0,0
T0008923,M01754,2025-01-16,QR,21691.71,0,Insufficient Funds,0.0,0,0
T0008924,M00628,2024-08-25,Card,6038.05,1,,90.57,0,0
T0008925,M01645,2025-06-23,QR,30989.67,1,,464.85,0,0
T0008926,M01867,2024-09-06,USSD,2734.86,1,,41.02,0,0
T0008927,M00824,2025-11-12,Card,21193.09,1,,317.9,0,0
T0008928,M01158,2025-11-10,Bank Transfer,11062.19,1,,165.93,0,0
T0008929,M00635,2024-12-29,USSD,12213.97,1,,183.21,0,0
T0008930,M01007,2024-12-22,QR,9811.4,1,,147.17,1,0
T0008931,M00518,2024-11-24,USSD,9276.41,1,,139.15,0,0
T0008932,M01020,2024-11-02,Bank Transfer,25687.78,1,,385.32,0,0
T0008933,M01695,2024-10-14,Mobile Money,21873.79,1,,328.11,1,0
T0008934,M01440,2025-07-18,Bank Transfer,15551.39,0,Insufficient Funds,0.0,0,0
T0008935,M00908,2025-02-23,Mobile Money,11331.35,1,,169.97,0,0
T0008936,M00355,2025-01-29,USSD,14346.32,1,,215.19,0,0
T0008937,M01392,2025-12-26,Card,6522.57,1,,97.84,0,0
T0008938,M01715,2025-06-19,Bank Transfer,37575.43,1,,563.63,0,0
T0008939,M01027,2024-08-23,USSD,20532.61,1,,307.99,0,0
T0008940,M01359,2025-05-25,Bank Transfer,1988.52,1,,29.83,0,0
T0008941,M01725,2025-12-27,Bank Transfer,14268.95,1,,214.03,0,0
T0008942,M00222,2025-10-08,Bank Transfer,10889.01,1,,163.34,0,0
T0008943,M01660,2025-12-17,Mobile Money,37626.91,1,,564.4,0,0
T0008944,M00236,2024-04-30,Mobile Money,23225.56,1,,348.38,0,0
T0008945,M02966,2025-09-08,Card,44990.4,1,,674.86,0,0
T0008946,M00032,2024-05-06,USSD,5710.38,1,,85.66,0,0
T0008947,M02807,2025-04-11,QR,61242.16,1,,918.63,0,0
T0008948,M01997,2025-05-20,Mobile Money,41565.3,1,,623.48,0,0
T0008949,M02372,2024-03-30,USSD,39315.95,1,,589.74,0,0
T0008950,M01894,2024-04-09,Card,111240.68,1,,1668.61,0,0
T0008951,M00729,2025-03-31,QR,2974.48,1,,44.62,0,0
T0008952,M00375,2025-01-17,Mobile Money,4418.3,1,,66.27,0,0
T0008953,M02819,2024-12-15,Bank Transfer,68925.82,1,,1033.89,0,0
T0008954,M00739,2024-11-20,USSD,19515.17,1,,292.73,0,0
T0008955,M00769,2026-02-28,Bank Transfer,23339.79,1,,350.1,0,0
T0008956,M02852,2024-11-02,Card,26403.54,1,,396.05,0,0
T0008957,M02580,2024-07-25,USSD,6848.95,1,,102.73,0,0
T0008958,M02170,2025-04-06,QR,35168.52,1,,527.53,0,0
T0008959,M02871,2025-07-16,Card,4866.59,1,,73.0,0,0
T0008960,M01715,2024-11-10,Mobile Money,40895.93,1,,613.44,0,0
T0008961,M00230,2024-09-01,QR,52622.63,1,,789.34,0,0
T0008962,M01216,2025-02-05,Bank Transfer,51871.68,1,,778.08,0,0
T0008963,M00444,2025-05-25,QR,7101.71,1,,106.53,0,0
T0008964,M00931,2024-01-21,Bank Transfer,15309.06,1,,229.64,0,0
T0008965,M01112,2024-09-14,USSD,6503.45,0,Card Declined,0.0,0,0
T0008966,M01689,2025-05-07,QR,36106.58,1,,541.6,0,0
T0008967,M01370,2025-01-09,USSD,9211.42,1,,138.17,0,0
T0008968,M00453,2025-02-16,Card,14257.07,1,,213.86,0,0
T0008969,M00585,2025-08-26,Card,13791.26,1,,206.87,0,0
T0008970,M01248,2024-04-01,Card,1853.85,1,,27.81,0,0
T0008971,M01323,2025-04-04,USSD,5038.11,1,,75.57,0,0
T0008972,M02230,2025-01-14,Card,7033.99,1,,105.51,0,0
T0008973,M01295,2024-12-26,Card,4619.86,1,,69.3,1,0
T0008974,M02486,2024-10-21,Bank Transfer,8750.55,1,,131.26,0,0
T0008975,M01166,2024-12-01,USSD,500.0,1,,7.5,0,0
T0008976,M02964,2024-10-10,Bank Transfer,10441.12,1,,156.62,0,0
T0008977,M01707,2025-01-22,Bank Transfer,4080.26,1,,61.2,1,0
T0008978,M00027,2024-08-07,Mobile Money,4507.92,1,,67.62,0,0
T0008979,M02903,2025-07-20,USSD,1063.85,1,,15.96,0,0
T0008980,M02867,2024-11-11,Bank Transfer,181171.26,1,,2717.57,0,0
T0008981,M01907,2025-07-30,Card,16938.39,1,,254.08,0,0
T0008982,M00012,2024-11-15,QR,24442.48,1,,366.64,0,0
T0008983,M01155,2025-03-08,Mobile Money,1197.57,1,,17.96,0,0
T0008984,M01080,2025-07-14,Mobile Money,4596.73,1,,68.95,0,0
T0008985,M01839,2024-08-29,Bank Transfer,64779.2,1,,971.69,0,0
T0008986,M00393,2025-12-04,Card,5996.46,1,,89.95,0,0
T0008987,M01105,2025-10-06,Card,17015.32,1,,255.23,0,0
T0008988,M00456,2025-01-20,USSD,16000.45,1,,240.01,0,0
T0008989,M02883,2025-04-04,Bank Transfer,2182.04,0,Fraud Flag,0.0,0,0
T0008990,M02261,2025-06-02,Bank Transfer,2067.14,0,Network Timeout,0.0,0,0
T0008991,M02571,2024-11-25,Mobile Money,5733.88,1,,86.01,0,0
T0008992,M00380,2025-11-28,QR,1904.19,1,,28.56,0,0
T0008993,M01533,2024-09-15,QR,8019.74,1,,120.3,1,0
T0008994,M00445,2025-02-14,Mobile Money,10048.66,1,,150.73,0,0
T0008995,M02479,2025-10-06,USSD,29844.16,1,,447.66,0,0
T0008996,M00151,2025-01-24,QR,100638.88,1,,1509.58,0,0
T0008997,M00387,2025-03-13,Bank Transfer,17664.6,1,,264.97,0,0
T0008998,M02824,2025-04-09,QR,17747.36,1,,266.21,0,0
T0008999,M00979,2024-08-29,Card,7121.97,1,,106.83,0,0
T0009000,M00235,2026-01-08,USSD,2803.76,1,,42.06,0,0
T0009001,M02954,2025-01-05,QR,17497.12,1,,262.46,0,0
T0009002,M00344,2026-05-16,Mobile Money,9310.62,1,,139.66,0,0
T0009003,M02485,2025-08-16,QR,7702.05,1,,115.53,0,0
T0009004,M00775,2024-06-20,Card,6066.57,1,,91.0,0,0
T0009005,M02000,2026-03-11,Bank Transfer,15574.0,1,,233.61,0,0
T0009006,M01540,2024-12-16,Mobile Money,7701.46,1,,115.52,0,0
T0009007,M00115,2025-04-19,QR,8642.98,1,,129.64,0,0
T0009008,M02923,2025-04-23,USSD,2820.72,1,,42.31,0,0
T0009009,M00177,2025-07-04,USSD,8455.78,1,,126.84,0,0
T0009010,M02885,2025-04-23,USSD,6936.21,1,,104.04,0,0
T0009011,M01454,2024-04-28,USSD,23462.55,1,,351.94,0,0
T0009012,M02339,2025-07-16,Mobile Money,11664.81,0,Bank Downtime,0.0,0,0
T0009013,M00088,2025-07-16,Mobile Money,39117.85,1,,586.77,0,0
T0009014,M01566,2025-02-12,Card,192005.86,1,,2880.09,0,0
T0009015,M02362,2025-07-02,Mobile Money,2803.21,1,,42.05,0,0
T0009016,M00737,2025-02-28,Mobile Money,8677.95,1,,130.17,0,0
T0009017,M02204,2025-02-03,USSD,36870.08,1,,553.05,0,1
T0009018,M01743,2024-10-31,Bank Transfer,7604.34,1,,114.07,0,0
T0009019,M01844,2024-09-19,QR,3049.77,1,,45.75,0,0
T0009020,M02711,2025-02-19,Mobile Money,8699.98,1,,130.5,0,0
T0009021,M00107,2025-06-01,Bank Transfer,9850.75,1,,147.76,0,0
T0009022,M02587,2025-06-06,Mobile Money,40821.93,1,,612.33,0,0
T0009023,M00266,2025-05-14,QR,38537.5,1,,578.06,0,0
T0009024,M01787,2024-12-22,Card,1826.42,1,,27.4,0,0
T0009025,M00482,2024-01-31,QR,14486.25,1,,217.29,0,0
T0009026,M00903,2025-12-07,Card,5925.17,1,,88.88,0,0
T0009027,M02407,2025-04-17,Card,32810.29,1,,492.15,0,0
T0009028,M02415,2024-09-12,QR,7910.98,1,,118.66,0,0
T0009029,M00015,2025-01-27,Card,25546.35,1,,383.2,0,0
T0009030,M02678,2025-11-10,Card,9897.23,1,,148.46,0,1
T0009031,M00201,2025-06-13,Bank Transfer,10164.71,1,,152.47,0,0
T0009032,M02047,2025-10-18,Mobile Money,1486.06,1,,22.29,0,0
T0009033,M02732,2024-11-21,QR,11941.91,1,,179.13,0,0
T0009034,M00099,2025-06-06,QR,1597.63,1,,23.96,0,0
T0009035,M01892,2024-12-24,Mobile Money,5482.55,1,,82.24,0,0
T0009036,M02031,2024-05-05,USSD,17355.84,0,Insufficient Funds,0.0,0,0
T0009037,M02749,2025-09-16,Mobile Money,43230.31,1,,648.45,0,0
T0009038,M00550,2026-02-05,Mobile Money,57625.65,1,,864.38,0,0
T0009039,M02075,2024-08-07,Card,19545.48,1,,293.18,0,0
T0009040,M00431,2025-08-07,USSD,12357.55,1,,185.36,0,0
T0009041,M01749,2025-12-04,QR,8323.28,1,,124.85,0,0
T0009042,M01644,2024-08-12,Mobile Money,1986.91,1,,29.8,0,0
T0009043,M00116,2024-12-23,Mobile Money,2858.51,1,,42.88,0,0
T0009044,M00829,2025-01-27,USSD,3620.07,1,,54.3,0,0
T0009045,M02436,2025-10-02,Mobile Money,19848.2,1,,297.72,0,0
T0009046,M02849,2025-03-14,Card,17652.68,1,,264.79,0,0
T0009047,M02429,2024-11-16,Bank Transfer,9815.05,1,,147.23,0,0
T0009048,M00152,2025-01-05,Card,5504.47,1,,82.57,0,0
T0009049,M00839,2025-11-05,Mobile Money,4598.77,1,,68.98,0,0
T0009050,M00984,2025-01-20,QR,26937.37,1,,404.06,0,0
T0009051,M02716,2025-02-08,USSD,46813.79,1,,702.21,0,1
T0009052,M02993,2025-04-20,QR,17094.02,1,,256.41,0,0
T0009053,M00716,2024-11-04,Card,6572.83,1,,98.59,0,0
T0009054,M00200,2025-11-05,USSD,13876.91,1,,208.15,0,0
T0009055,M00434,2025-01-13,Mobile Money,32356.94,1,,485.35,0,0
T0009056,M01089,2026-02-16,QR,26321.91,1,,394.83,0,0
T0009057,M01705,2025-07-30,Mobile Money,41479.72,1,,622.2,0,0
T0009058,M00775,2024-08-18,QR,1790.96,1,,26.86,0,0
T0009059,M00495,2025-02-06,Bank Transfer,21283.49,1,,319.25,0,0
T0009060,M02994,2025-03-31,Mobile Money,34211.15,1,,513.17,0,0
T0009061,M02978,2025-09-20,USSD,5135.33,1,,77.03,0,0
T0009062,M02088,2024-12-18,USSD,2226.55,1,,33.4,0,0
T0009063,M02045,2025-05-20,QR,41821.64,1,,627.32,0,0
T0009064,M00978,2025-08-20,QR,10634.9,1,,159.52,0,0
T0009065,M02552,2026-02-20,USSD,3324.74,1,,49.87,0,0
T0009066,M02682,2025-01-04,USSD,2712.95,1,,40.69,0,0
T0009067,M00886,2025-04-01,Bank Transfer,10226.39,1,,153.4,0,0
T0009068,M01528,2025-11-22,QR,48169.5,1,,722.54,0,0
T0009069,M02371,2025-03-19,Mobile Money,3279.3,1,,49.19,0,0
T0009070,M00509,2024-09-03,USSD,11032.39,1,,165.49,0,0
T0009071,M00593,2025-08-18,Card,12832.02,1,,192.48,0,0
T0009072,M00329,2025-02-10,Bank Transfer,23041.38,1,,345.62,0,0
T0009073,M00253,2026-01-30,Mobile Money,28966.21,1,,434.49,0,0
T0009074,M01042,2025-09-02,QR,10482.96,1,,157.24,0,0
T0009075,M00505,2025-07-03,Mobile Money,2557.76,1,,38.37,0,0
T0009076,M02011,2024-06-02,QR,8854.39,1,,132.82,0,0
T0009077,M00365,2026-03-01,Mobile Money,40947.63,1,,614.21,0,0
T0009078,M02398,2026-02-03,Bank Transfer,4875.04,1,,73.13,0,0
T0009079,M00864,2024-09-04,Bank Transfer,14627.21,1,,219.41,0,0
T0009080,M02779,2025-05-25,Bank Transfer,5649.81,1,,84.75,1,0
T0009081,M02569,2025-06-23,Bank Transfer,17437.48,1,,261.56,0,0
T0009082,M02274,2025-09-27,QR,47299.7,1,,709.5,0,0
T0009083,M00888,2024-03-16,USSD,42917.61,1,,643.76,0,0
T0009084,M02628,2024-12-12,QR,77234.4,1,,1158.52,0,0
T0009085,M00544,2025-10-30,Mobile Money,8224.92,1,,123.37,0,0
T0009086,M01532,2025-01-17,Bank Transfer,3276.7,1,,49.15,0,0
T0009087,M01350,2024-12-31,Mobile Money,2392.93,0,Network Timeout,0.0,0,0
T0009088,M02825,2024-07-18,Card,2200.01,1,,33.0,0,0
T0009089,M00557,2025-04-01,USSD,150464.95,1,,2256.97,0,0
T0009090,M02249,2025-07-15,USSD,16323.22,1,,244.85,0,0
T0009091,M01967,2025-03-27,Card,141540.12,1,,2123.1,0,0
T0009092,M00466,2025-03-26,QR,22347.63,1,,335.21,0,0
T0009093,M00646,2025-10-09,QR,24794.59,1,,371.92,0,0
T0009094,M02722,2025-09-07,Bank Transfer,4464.08,1,,66.96,1,0
T0009095,M01190,2026-05-04,USSD,13601.72,1,,204.03,0,0
T0009096,M00501,2024-12-21,Bank Transfer,45268.96,1,,679.03,0,0
T0009097,M02338,2024-05-27,Bank Transfer,8608.6,0,Network Timeout,0.0,0,0
T0009098,M02372,2024-07-20,Card,7055.5,1,,105.83,0,0
T0009099,M01805,2025-09-11,Mobile Money,8557.95,1,,128.37,0,0
T0009100,M02092,2025-07-07,USSD,14132.46,1,,211.99,0,0
T0009101,M00034,2024-07-10,QR,2357.33,1,,35.36,0,0
T0009102,M02667,2025-01-08,Mobile Money,3910.11,1,,58.65,0,0
T0009103,M01530,2025-07-30,Card,4852.51,1,,72.79,0,0
T0009104,M01296,2024-11-29,Mobile Money,3015.13,1,,45.23,0,0
T0009105,M02838,2025-11-20,Mobile Money,5459.01,1,,81.89,0,0
T0009106,M02969,2025-03-02,QR,3163.19,1,,47.45,0,0
T0009107,M00324,2024-10-09,USSD,2969.33,1,,44.54,0,0
T0009108,M00835,2024-12-05,Bank Transfer,19786.51,1,,296.8,0,0
T0009109,M02742,2025-01-20,Bank Transfer,6817.03,1,,102.26,0,0
T0009110,M01237,2025-07-09,USSD,1288.15,1,,19.32,0,0
T0009111,M00846,2024-11-30,Bank Transfer,5928.92,1,,88.93,0,0
T0009112,M02060,2026-01-12,Card,921.21,1,,13.82,0,0
T0009113,M00282,2025-04-09,Mobile Money,959.38,0,Bank Downtime,0.0,0,0
